SampleID	pair	powerplant	site	type	treatment	temperature	depth	Cl	Br	SO4	F	SO3	Acetate	Acetate_C 	Propionate	Propionate_C	Formate	Formate_C	DOC	HOC	Makro1	Makro2	Makro3	LMWA	LMWN	sampleid_original	original_order
X209	104	Theistareykir	PN-2	Injection	direct	185	444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	209	203
X21	3	Insheim	Injection	Injection	spores	65	3850	77.4	178	144.94	5.5	NA	0	0.12	NA	NA	0	NA	NA	0	0	0	0	0.35	13.89	21	15
X210	105	Theistareykir	PG-5B	Production	direct	235.15	2499	0.05	0	32.59	1.41	39.5	0	NA	NA	NA	1.46	0.39	0.25	0	0	0	0	0.02	0.23	210	204
X211	106	Theistareykir	PG-5B	Production	direct	235.15	2499	0.05	0	32.59	1.41	39.5	0	NA	NA	NA	1.46	0.39	0.25	0	0	0	0	0.02	0.23	211	205
X212	107	Theistareykir	PG-5B	Production	direct	235.15	2499	0.05	0	32.59	1.41	39.5	0	NA	NA	NA	1.46	0.39	0.25	0	0	0	0	0.02	0.23	212	206
X213	108	Theistareykir	PG-5B	Production	direct	235.15	2499	0.05	0	32.59	1.41	39.5	0	NA	NA	NA	1.46	0.39	0.25	0	0	0	0	0.02	0.23	213	207
X214	109	Theistareykir	PG-5B	Production	direct	235.15	2499	0.05	0	32.59	1.41	39.5	0	NA	NA	NA	1.46	0.39	0.25	0	0	0	0	0.02	0.23	214	208
X215	110	Theistareykir	PG-14	Injection	direct	185	2500	0.06	0	20.27	1.2	37.8	0	NA	NA	NA	1.7	0.45	0.35	0	0	0	0	0.02	0.33	215	209
X216	111	Theistareykir	PG-14	Injection	direct	185	2500	0.06	0	20.27	1.2	37.8	0	NA	NA	NA	1.7	0.45	0.35	0	0	0	0	0.02	0.33	216	210
X217	112	Theistareykir	PG-14	Injection	direct	185	2500	0.06	0	20.27	1.2	37.8	0	NA	NA	NA	1.7	0.45	0.35	0	0	0	0	0.02	0.33	217	211
X218	113	Theistareykir	PG-14	Injection	direct	185	2500	0.06	0	20.27	1.2	37.8	0	NA	NA	NA	1.7	0.45	0.35	0	0	0	0	0.02	0.33	218	212
X219	114	Theistareykir	PG-14	Injection	direct	185	2500	0.06	0	20.27	1.2	37.8	0	NA	NA	NA	1.7	0.45	0.35	0	0	0	0	0.02	0.33	219	213
X22	4	Insheim	Injection	Injection	spores	65	3850	77.4	178	144.94	5.5	NA	0	0.12	NA	NA	0	NA	NA	0	0	0	0	0.35	13.89	22	16
X220	115	Theistareykir	PG-4	Production	direct	344.6	2240	0.03	0	5.53	1.81	39.35	0	NA	NA	NA	0	NA	0.26	0	0.01	0	0	0.02	0.23	220	214
X221	116	Theistareykir	PG-4	Production	direct	344.6	2240	0.03	0	5.53	1.81	39.35	0	NA	NA	NA	0	NA	0.26	0	0.01	0	0	0.02	0.23	221	215
X222	117	Theistareykir	PG-4	Production	direct	344.6	2240	0.03	0	5.53	1.81	39.35	0	NA	NA	NA	0	NA	0.26	0	0.01	0	0	0.02	0.23	222	216
X223	118	Theistareykir	PG-4	Production	direct	344.6	2240	0.03	0	5.53	1.81	39.35	0	NA	NA	NA	0	NA	0.26	0	0.01	0	0	0.02	0.23	223	217
X224	119	Theistareykir	PG-4	Production	direct	344.6	2240	0.03	0	5.53	1.81	39.35	0	NA	NA	NA	0	NA	0.26	0	0.01	0	0	0.02	0.23	224	218
X225	120	Theistareykir	PG-4	Production	direct	344.6	2240	0.03	0	5.53	1.81	39.35	0	NA	NA	NA	0	NA	0.26	0	0.01	0	0	0.02	0.23	225	219
X226	121	Theistareykir	PG-4	Production	direct	344.6	2240	0.03	0	5.53	1.81	39.35	0	NA	NA	NA	0	NA	0.26	0	0.01	0	0	0.02	0.23	226	220
X227	122	Theistareykir	PG-4	Production	direct	344.6	2240	0.03	0	5.53	1.81	39.35	0	NA	NA	NA	0	NA	0.26	0	0.01	0	0	0.02	0.23	227	221
X228	123	Theistareykir	PG-4	Production	direct	344.6	2240	0.03	0	5.53	1.81	39.35	0	NA	NA	NA	0	NA	0.26	0	0.01	0	0	0.02	0.23	228	222
X229	124	Theistareykir	PG-4	Production	direct	344.6	2240	0.03	0	5.53	1.81	39.35	0	NA	NA	NA	0	NA	0.26	0	0.01	0	0	0.02	0.23	229	223
X23	5	Insheim	Injection	Injection	spores	65	3850	77.4	178	144.94	5.5	NA	0	0.12	NA	NA	0	NA	NA	0	0	0	0	0.35	13.89	23	17
X230	125	Theistareykir	PG-4	Production	direct	344.6	2240	0.03	0	5.53	1.81	39.35	0	NA	NA	NA	0	NA	0.26	0	0.01	0	0	0.02	0.23	230	224
X231	126	Theistareykir	PG-4	Production	direct	344.6	2240	0.03	0	5.53	1.81	39.35	0	NA	NA	NA	0	NA	0.26	0	0.01	0	0	0.02	0.23	231	225
X232	127	Theistareykir	PG-4	Production	direct	344.6	2240	0.03	0	5.53	1.81	39.35	0	NA	NA	NA	0	NA	0.26	0	0.01	0	0	0.02	0.23	232	226
X233	128	Theistareykir	PG-4	Production	direct	344.6	2240	0.03	0	5.53	1.81	39.35	0	NA	NA	NA	0	NA	0.26	0	0.01	0	0	0.02	0.23	233	227
X234	129	Theistareykir	PG-4	Production	direct	344.6	2240	0.03	0	5.53	1.81	39.35	0	NA	NA	NA	0	NA	0.26	0	0.01	0	0	0.02	0.23	234	228
X235	100	Theistareykir	PN-2	Injection	spores	185	444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	235	229
X236	101	Theistareykir	PN-2	Injection	spores	185	444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	236	230
X237	102	Theistareykir	PN-2	Injection	spores	185	444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	237	231
X238	103	Theistareykir	PN-2	Injection	spores	185	444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	238	232
X239	104	Theistareykir	PN-2	Injection	spores	185	444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	239	233
X24	6	Insheim	Injection	Injection	spores	65	3850	77.4	178	144.94	5.5	NA	0	0.12	NA	NA	0	NA	NA	0	0	0	0	0.35	13.89	24	18
X240	105	Theistareykir	PG-5B	Production	spores	235.15	2499	0.05	0	32.59	1.41	39.5	0	NA	NA	NA	1.46	0.39	0.25	0	0	0	0	0.02	0.23	240	234
X241	106	Theistareykir	PG-5B	Production	spores	235.15	2499	0.05	0	32.59	1.41	39.5	0	NA	NA	NA	1.46	0.39	0.25	0	0	0	0	0.02	0.23	241	235
X242	107	Theistareykir	PG-5B	Production	spores	235.15	2499	0.05	0	32.59	1.41	39.5	0	NA	NA	NA	1.46	0.39	0.25	0	0	0	0	0.02	0.23	242	236
X243	108	Theistareykir	PG-5B	Production	spores	235.15	2499	0.05	0	32.59	1.41	39.5	0	NA	NA	NA	1.46	0.39	0.25	0	0	0	0	0.02	0.23	243	237
X244	109	Theistareykir	PG-5B	Production	spores	235.15	2499	0.05	0	32.59	1.41	39.5	0	NA	NA	NA	1.46	0.39	0.25	0	0	0	0	0.02	0.23	244	238
X245	110	Theistareykir	PG-14	Injection	spores	185	2500	0.06	0	20.27	1.2	37.8	0	NA	NA	NA	1.7	0.45	0.35	0	0	0	0	0.02	0.33	245	239
X246	111	Theistareykir	PG-14	Injection	spores	185	2500	0.06	0	20.27	1.2	37.8	0	NA	NA	NA	1.7	0.45	0.35	0	0	0	0	0.02	0.33	246	240
X247	112	Theistareykir	PG-14	Injection	spores	185	2500	0.06	0	20.27	1.2	37.8	0	NA	NA	NA	1.7	0.45	0.35	0	0	0	0	0.02	0.33	247	241
X248	113	Theistareykir	PG-14	Injection	spores	185	2500	0.06	0	20.27	1.2	37.8	0	NA	NA	NA	1.7	0.45	0.35	0	0	0	0	0.02	0.33	248	242
X249	114	Theistareykir	PG-14	Injection	spores	185	2500	0.06	0	20.27	1.2	37.8	0	NA	NA	NA	1.7	0.45	0.35	0	0	0	0	0.02	0.33	249	243
X25	7	Insheim	Production	Production	spores	165	3650	76.26	170.58	117.06	5.5	0	0.6	0.14	NA	NA	0	NA	1.81	0	0.03	0	0	0.26	1.52	25	19
X250	115	Theistareykir	PG-4	Production	spores	344.6	2240	0.03	0	5.53	1.81	39.35	0	NA	NA	NA	0	NA	0.26	0	0.01	0	0	0.02	0.23	250	244
X251	116	Theistareykir	PG-4	Production	spores	344.6	2240	0.03	0	5.53	1.81	39.35	0	NA	NA	NA	0	NA	0.26	0	0.01	0	0	0.02	0.23	251	245
X252	117	Theistareykir	PG-4	Production	spores	344.6	2240	0.03	0	5.53	1.81	39.35	0	NA	NA	NA	0	NA	0.26	0	0.01	0	0	0.02	0.23	252	246
X253	118	Theistareykir	PG-4	Production	spores	344.6	2240	0.03	0	5.53	1.81	39.35	0	NA	NA	NA	0	NA	0.26	0	0.01	0	0	0.02	0.23	253	247
X254	119	Theistareykir	PG-4	Production	spores	344.6	2240	0.03	0	5.53	1.81	39.35	0	NA	NA	NA	0	NA	0.26	0	0.01	0	0	0.02	0.23	254	248
X255	120	Theistareykir	PG-4	Production	spores	344.6	2240	0.03	0	5.53	1.81	39.35	0	NA	NA	NA	0	NA	0.26	0	0.01	0	0	0.02	0.23	255	249
X256	121	Theistareykir	PG-4	Production	spores	344.6	2240	0.03	0	5.53	1.81	39.35	0	NA	NA	NA	0	NA	0.26	0	0.01	0	0	0.02	0.23	256	250
X257	122	Theistareykir	PG-4	Production	spores	344.6	2240	0.03	0	5.53	1.81	39.35	0	NA	NA	NA	0	NA	0.26	0	0.01	0	0	0.02	0.23	257	251
X258	123	Theistareykir	PG-4	Production	spores	344.6	2240	0.03	0	5.53	1.81	39.35	0	NA	NA	NA	0	NA	0.26	0	0.01	0	0	0.02	0.23	258	252
X259	124	Theistareykir	PG-4	Production	spores	344.6	2240	0.03	0	5.53	1.81	39.35	0	NA	NA	NA	0	NA	0.26	0	0.01	0	0	0.02	0.23	259	253
X26	8	Insheim	Production	Production	spores	165	3650	76.26	170.58	117.06	5.5	0	0.6	0.14	NA	NA	0	NA	1.81	0	0.03	0	0	0.26	1.52	26	20
X260	125	Theistareykir	PG-4	Production	spores	344.6	2240	0.03	0	5.53	1.81	39.35	0	NA	NA	NA	0	NA	0.26	0	0.01	0	0	0.02	0.23	260	254
X261	126	Theistareykir	PG-4	Production	spores	344.6	2240	0.03	0	5.53	1.81	39.35	0	NA	NA	NA	0	NA	0.26	0	0.01	0	0	0.02	0.23	261	255
X262	127	Theistareykir	PG-4	Production	spores	344.6	2240	0.03	0	5.53	1.81	39.35	0	NA	NA	NA	0	NA	0.26	0	0.01	0	0	0.02	0.23	262	256
X263	128	Theistareykir	PG-4	Production	spores	344.6	2240	0.03	0	5.53	1.81	39.35	0	NA	NA	NA	0	NA	0.26	0	0.01	0	0	0.02	0.23	263	257
X264	129	Theistareykir	PG-4	Production	spores	344.6	2240	0.03	0	5.53	1.81	39.35	0	NA	NA	NA	0	NA	0.26	0	0.01	0	0	0.02	0.23	264	258
X27	9	Insheim	Production	Production	spores	165	3650	76.26	170.58	117.06	5.5	0	0.6	0.14	NA	NA	0	NA	1.81	0	0.03	0	0	0.26	1.52	27	21
X28	10	Insheim	Production	Production	spores	165	3650	76.26	170.58	117.06	5.5	0	0.6	0.14	NA	NA	0	NA	1.81	0	0.03	0	0	0.26	1.52	28	22
X29	11	Insheim	Production	Production	spores	165	3650	76.26	170.58	117.06	5.5	0	0.6	0.14	NA	NA	0	NA	1.81	0	0.03	0	0	0.26	1.52	29	23
X30	12	Insheim	Production	Production	spores	165	3650	76.26	170.58	117.06	5.5	0	0.6	0.14	NA	NA	0	NA	1.81	0	0.03	0	0	0.26	1.52	30	24
X31	13	Insheim	Injection	Injection	direct	65	3850	77.4	178	144.94	5.5	NA	0	0.12	NA	NA	0	NA	NA	0	0	0	0	0.35	13.89	31	25
X32	14	Insheim	Injection	Injection	direct	65	3850	77.4	178	144.94	5.5	NA	0	0.12	NA	NA	0	NA	NA	0	0	0	0	0.35	13.89	32	26
X33	15	Insheim	Injection	Injection	direct	65	3850	77.4	178	144.94	5.5	NA	0	0.12	NA	NA	0	NA	NA	0	0	0	0	0.35	13.89	33	27
X34	16	Insheim	Injection	Injection	direct	65	3850	77.4	178	144.94	5.5	NA	0	0.12	NA	NA	0	NA	NA	0	0	0	0	0.35	13.89	34	28
X35	17	Insheim	Injection	Injection	direct	65	3850	77.4	178	144.94	5.5	NA	0	0.12	NA	NA	0	NA	NA	0	0	0	0	0.35	13.89	35	29
X36	18	Insheim	Injection	Injection	direct	65	3850	77.4	178	144.94	5.5	NA	0	0.12	NA	NA	0	NA	NA	0	0	0	0	0.35	13.89	36	30
X37	19	Insheim	Injection	Injection	direct	65	3850	77.4	178	144.94	5.5	NA	0	0.12	NA	NA	0	NA	NA	0	0	0	0	0.35	13.89	37	31
X38	20	Insheim	Injection	Injection	direct	65	3850	77.4	178	144.94	5.5	NA	0	0.12	NA	NA	0	NA	NA	0	0	0	0	0.35	13.89	38	32
X39	21	Insheim	Production	Production	direct	165	3650	76.26	170.58	117.06	5.5	0	0.6	0.14	NA	NA	0	NA	1.81	0	0.03	0	0	0.26	1.52	39	33
X40	22	Insheim	Production	Production	direct	165	3650	76.26	170.58	117.06	5.5	0	0.6	0.14	NA	NA	0	NA	1.81	0	0.03	0	0	0.26	1.52	40	34
X41	23	Insheim	Production	Production	direct	165	3650	76.26	170.58	117.06	5.5	0	0.6	0.14	NA	NA	0	NA	1.81	0	0.03	0	0	0.26	1.52	41	35
X42	24	Insheim	Production	Production	direct	165	3650	76.26	170.58	117.06	5.5	0	0.6	0.14	NA	NA	0	NA	1.81	0	0.03	0	0	0.26	1.52	42	36
X43	13	Insheim	Injection	Injection	spores	65	3850	77.4	178	144.94	5.5	NA	0	0.12	NA	NA	0	NA	NA	0	0	0	0	0.35	13.89	43	37
X44	14	Insheim	Injection	Injection	spores	65	3850	77.4	178	144.94	5.5	NA	0	0.12	NA	NA	0	NA	NA	0	0	0	0	0.35	13.89	44	38
X45	15	Insheim	Injection	Injection	spores	65	3850	77.4	178	144.94	5.5	NA	0	0.12	NA	NA	0	NA	NA	0	0	0	0	0.35	13.89	45	39
X46	16	Insheim	Injection	Injection	spores	65	3850	77.4	178	144.94	5.5	NA	0	0.12	NA	NA	0	NA	NA	0	0	0	0	0.35	13.89	46	40
X47	17	Insheim	Injection	Injection	spores	65	3850	77.4	178	144.94	5.5	NA	0	0.12	NA	NA	0	NA	NA	0	0	0	0	0.35	13.89	47	41
X48	18	Insheim	Injection	Injection	spores	65	3850	77.4	178	144.94	5.5	NA	0	0.12	NA	NA	0	NA	NA	0	0	0	0	0.35	13.89	48	42
X49	19	Insheim	Injection	Injection	spores	65	3850	77.4	178	144.94	5.5	NA	0	0.12	NA	NA	0	NA	NA	0	0	0	0	0.35	13.89	49	43
X50	20	Insheim	Injection	Injection	spores	65	3850	77.4	178	144.94	5.5	NA	0	0.12	NA	NA	0	NA	NA	0	0	0	0	0.35	13.89	50	44
X51	21	Insheim	Production	Production	spores	165	3650	76.26	170.58	117.06	5.5	0	0.6	0.14	NA	NA	0	NA	1.81	0	0.03	0	0	0.26	1.52	51	45
X52	22	Insheim	Production	Production	spores	165	3650	76.26	170.58	117.06	5.5	0	0.6	0.14	NA	NA	0	NA	1.81	0	0.03	0	0	0.26	1.52	52	46
X53	23	Insheim	Production	Production	spores	165	3650	76.26	170.58	117.06	5.5	0	0.6	0.14	NA	NA	0	NA	1.81	0	0.03	0	0	0.26	1.52	53	47
X54	24	Insheim	Production	Production	spores	165	3650	76.26	170.58	117.06	5.5	0	0.6	0.14	NA	NA	0	NA	1.81	0	0.03	0	0	0.26	1.52	54	48
X55	25	Bad Blumau	Injection	Injection	direct	100	3046	3.98	10.72	516.53	10.28	NA	16.65	6.77	1.25	0.62		NA	8.34	1.3	1.55	0	0	4.75	0.74	55	49
X56	26	Bad Blumau	Injection	Injection	direct	100	3046	3.98	10.72	516.53	10.28	NA	16.65	6.77	1.25	0.62		NA	8.34	1.3	1.55	0	0	4.75	0.74	56	50
X57	27	Bad Blumau	Injection	Injection	direct	100	3046	3.98	10.72	516.53	10.28	NA	16.65	6.77	1.25	0.62		NA	8.34	1.3	1.55	0	0	4.75	0.74	57	51
X58	28	Bad Blumau	Injection	Injection	direct	100	3046	3.98	10.72	516.53	10.28	NA	16.65	6.77	1.25	0.62		NA	8.34	1.3	1.55	0	0	4.75	0.74	58	52
X59	29	Bad Blumau	Injection	Injection	direct	100	3046	3.98	10.72	516.53	10.28	NA	16.65	6.77	1.25	0.62		NA	8.34	1.3	1.55	0	0	4.75	0.74	59	53
X60	30	Bad Blumau	Middle	HeatCentral	direct	47	1200	4.07	9.08	538.24	10.25	NA	15.44	6.28	1.29	0.63		NA	7.51	0.84	1.38	0	0	4.59	0.7	60	54
X61	31	Bad Blumau	Middle	HeatCentral	direct	47	1200	4.07	9.08	538.24	10.25	NA	15.44	6.28	1.29	0.63		NA	7.51	0.84	1.38	0	0	4.59	0.7	61	55
X62	32	Bad Blumau	Middle	HeatCentral	direct	47	1200	4.07	9.08	538.24	10.25	NA	15.44	6.28	1.29	0.63		NA	7.51	0.84	1.38	0	0	4.59	0.7	62	56
X63	33	Bad Blumau	Middle	HeatCentral	direct	47	1200	4.07	9.08	538.24	10.25	NA	15.44	6.28	1.29	0.63		NA	7.51	0.84	1.38	0	0	4.59	0.7	63	57
X64	34	Bad Blumau	Middle	HeatCentral	direct	47	1200	4.07	9.08	538.24	10.25	NA	15.44	6.28	1.29	0.63		NA	7.51	0.84	1.38	0	0	4.59	0.7	64	58
X65	35	Bad Blumau	Production	Production	direct	110	2843	4.08	8.87	532.25	10.21	NA	16.22	6.6	1.37	0.68		NA	8.76	1.32	1.61	0	0	4.93	0.96	65	59
X66	36	Bad Blumau	Production	Production	direct	110	2843	4.08	8.87	532.25	10.21	NA	16.22	6.6	1.37	0.68		NA	8.76	1.32	1.61	0	0	4.93	0.96	66	60
X67	37	Bad Blumau	Production	Production	direct	110	2843	4.08	8.87	532.25	10.21	NA	16.22	6.6	1.37	0.68		NA	8.76	1.32	1.61	0	0	4.93	0.96	67	61
X68	38	Bad Blumau	Production	Production	direct	110	2843	4.08	8.87	532.25	10.21	NA	16.22	6.6	1.37	0.68		NA	8.76	1.32	1.61	0	0	4.93	0.96	68	62
X69	39	Bad Blumau	Production	Production	direct	110	2843	4.08	8.87	532.25	10.21	NA	16.22	6.6	1.37	0.68		NA	8.76	1.32	1.61	0	0	4.93	0.96	69	63
X7	1	Insheim	Injection	Injection	direct	65	3850	77.4	178	144.94	5.5	NA	0	0.12	NA	NA	0	NA	NA	0	0	0	0	0.35	13.89	7	1
X70	25	Bad Blumau	Injection	Injection	spores	100	3046	3.98	10.72	516.53	10.28	NA	16.65	6.77	1.25	0.62		NA	8.34	1.3	1.55	0	0	4.75	0.74	70	64
X71	26	Bad Blumau	Injection	Injection	spores	100	3046	3.98	10.72	516.53	10.28	NA	16.65	6.77	1.25	0.62		NA	8.34	1.3	1.55	0	0	4.75	0.74	71	65
X72	27	Bad Blumau	Injection	Injection	spores	100	3046	3.98	10.72	516.53	10.28	NA	16.65	6.77	1.25	0.62		NA	8.34	1.3	1.55	0	0	4.75	0.74	72	66
X73	28	Bad Blumau	Injection	Injection	spores	100	3046	3.98	10.72	516.53	10.28	NA	16.65	6.77	1.25	0.62		NA	8.34	1.3	1.55	0	0	4.75	0.74	73	67
X74	29	Bad Blumau	Injection	Injection	spores	100	3046	3.98	10.72	516.53	10.28	NA	16.65	6.77	1.25	0.62		NA	8.34	1.3	1.55	0	0	4.75	0.74	74	68
X75	30	Bad Blumau	Middle	HeatCentral	spores	47	1200	4.07	9.08	538.24	10.25	NA	15.44	6.28	1.29	0.63		NA	7.51	0.84	1.38	0	0	4.59	0.7	75	69
X76	31	Bad Blumau	Middle	HeatCentral	spores	47	1200	4.07	9.08	538.24	10.25	NA	15.44	6.28	1.29	0.63		NA	7.51	0.84	1.38	0	0	4.59	0.7	76	70
X77	32	Bad Blumau	Middle	HeatCentral	spores	47	1200	4.07	9.08	538.24	10.25	NA	15.44	6.28	1.29	0.63		NA	7.51	0.84	1.38	0	0	4.59	0.7	77	71
X78	33	Bad Blumau	Middle	HeatCentral	spores	47	1200	4.07	9.08	538.24	10.25	NA	15.44	6.28	1.29	0.63		NA	7.51	0.84	1.38	0	0	4.59	0.7	78	72
X79	34	Bad Blumau	Middle	HeatCentral	spores	47	1200	4.07	9.08	538.24	10.25	NA	15.44	6.28	1.29	0.63		NA	7.51	0.84	1.38	0	0	4.59	0.7	79	73
X8	2	Insheim	Injection	Injection	direct	65	3850	77.4	178	144.94	5.5	NA	0	0.12	NA	NA	0	NA	NA	0	0	0	0	0.35	13.89	8	2
X80	35	Bad Blumau	Production	Production	spores	110	2843	4.08	8.87	532.25	10.21	NA	16.22	6.6	1.37	0.68		NA	8.76	1.32	1.61	0	0	4.93	0.96	80	74
X81	36	Bad Blumau	Production	Production	spores	110	2843	4.08	8.87	532.25	10.21	NA	16.22	6.6	1.37	0.68		NA	8.76	1.32	1.61	0	0	4.93	0.96	81	75
X82	37	Bad Blumau	Production	Production	spores	110	2843	4.08	8.87	532.25	10.21	NA	16.22	6.6	1.37	0.68		NA	8.76	1.32	1.61	0	0	4.93	0.96	82	76
X83	38	Bad Blumau	Production	Production	spores	110	2843	4.08	8.87	532.25	10.21	NA	16.22	6.6	1.37	0.68		NA	8.76	1.32	1.61	0	0	4.93	0.96	83	77
X84	39	Bad Blumau	Production	Production	spores	110	2843	4.08	8.87	532.25	10.21	NA	16.22	6.6	1.37	0.68		NA	8.76	1.32	1.61	0	0	4.93	0.96	84	78
X85	40	Neustadt-Glewe	Production	Production	direct	97	2455	135.2	339.32	442.54	0.56	NA	42.11	17.13	0	NA	0	NA	19.49	1.8	0.13	0	0	9.04	8.52	85	79
X86	41	Neustadt-Glewe	Production	Production	direct	97	2455	135.2	339.32	442.54	0.56	NA	42.11	17.13	0	NA	0	NA	19.49	1.8	0.13	0	0	9.04	8.52	86	80
X87	42	Neustadt-Glewe	Production	Production	direct	97	2455	135.2	339.32	442.54	0.56	NA	42.11	17.13	0	NA	0	NA	19.49	1.8	0.13	0	0	9.04	8.52	87	81
X88	43	Neustadt-Glewe	Production	Production	direct	97	2455	135.2	339.32	442.54	0.56	NA	42.11	17.13	0	NA	0	NA	19.49	1.8	0.13	0	0	9.04	8.52	88	82
X89	44	Neustadt-Glewe	Production	Production	direct	97	2455	135.2	339.32	442.54	0.56	NA	42.11	17.13	0	NA	0	NA	19.49	1.8	0.13	0	0	9.04	8.52	89	83
X9	3	Insheim	Injection	Injection	direct	65	3850	77.4	178	144.94	5.5	NA	0	0.12	NA	NA	0	NA	NA	0	0	0	0	0.35	13.89	9	3
X90	40	Neustadt-Glewe	Production	Production	spores	97	2455	135.2	339.32	442.54	0.56	NA	42.11	17.13	0	NA	0	NA	19.49	1.8	0.13	0	0	9.04	8.52	90	84
X91	41	Neustadt-Glewe	Production	Production	spores	97	2455	135.2	339.32	442.54	0.56	NA	42.11	17.13	0	NA	0	NA	19.49	1.8	0.13	0	0	9.04	8.52	91	85
X92	42	Neustadt-Glewe	Production	Production	spores	97	2455	135.2	339.32	442.54	0.56	NA	42.11	17.13	0	NA	0	NA	19.49	1.8	0.13	0	0	9.04	8.52	92	86
X93	43	Neustadt-Glewe	Production	Production	spores	97	2455	135.2	339.32	442.54	0.56	NA	42.11	17.13	0	NA	0	NA	19.49	1.8	0.13	0	0	9.04	8.52	93	87
X94	44	Neustadt-Glewe	Production	Production	spores	97	2455	135.2	339.32	442.54	0.56	NA	42.11	17.13	0	NA	0	NA	19.49	1.8	0.13	0	0	9.04	8.52	94	88
X95	45	Heemskerk	Production	Production	direct	99.5	2600	155.59	235.64	436.43	2.15	NA	77.15	31.39	3.09	1.52	0	NA	26.09	2.16	0.03	0	0	14.38	9.55	95	89
X96	46	Heemskerk	Production	Production	direct	99.5	2600	155.59	235.64	436.43	2.15	NA	77.15	31.39	3.09	1.52	0	NA	26.09	2.16	0.03	0	0	14.38	9.55	96	90
X97	47	Heemskerk	Production	Production	direct	99.5	2600	155.59	235.64	436.43	2.15	NA	77.15	31.39	3.09	1.52	0	NA	26.09	2.16	0.03	0	0	14.38	9.55	97	91
X98	48	Heemskerk	Production	Production	direct	99.5	2600	155.59	235.64	436.43	2.15	NA	77.15	31.39	3.09	1.52	0	NA	26.09	2.16	0.03	0	0	14.38	9.55	98	92
X99	49	Heemskerk	Production	Production	direct	99.5	2600	155.59	235.64	436.43	2.15	NA	77.15	31.39	3.09	1.52	0	NA	26.09	2.16	0.03	0	0	14.38	9.55	99	93
